"id","text"
"EV_ML_MAR_CM_00040","I need to check my gear. Come find me later."
"EV_ML_MAR_CM_00041","[GRIM] Perimeter's locked down. I'll maintain position."
"EV_ML_MAR_CM_00042","[CALM] Shift's done. Everything's secure. Rest well."
"EV_ML_MAR_CM_00043","[CALM] All clear. Get some rest."
"EV_ML_MAR_CM_00044","[URGENT] All hands to defensive positions. Potential incursion in forward section. Move now."
"EV_ML_MAR_CM_00045","[CALM] Here's what we need to do. Follow my lead and we'll get through this."
"EV_ML_MAR_CM_00046","[DRY] Threat's eliminated. That's what counted today."
"EV_ML_MAR_CM_00047","I second-guessed myself. Shouldn't have. Won't again."
"EV_ML_MAR_CM_00048","[PAINED] Bleeding's stopped. Wound's sealed. I can move."
"EV_ML_MAR_CM_00049","[CALM] Airlock's sealed. Forward section's isolated. No spread."
"EV_ML_MAR_CM_00050","[WARM] You've got good instincts. Trust them."
"EV_ML_MAR_CM_00051","[CALM] I want to run defensive scenarios with you. Nothing imminent, just being ready."
"EV_ML_MAR_CM_00052","You okay? Really okay?"
"EV_ML_MAR_CM_00053","[CURIOUS] You notice anything off in the corridors yesterday? Sounds, movements, anything?"
"EV_ML_MAR_CM_00054","[CALM] That checks out. I trust your assessment."
"EV_ML_MAR_CM_00055","[CALM] Meal time means restocking rations and checking the weapons locker temperature."
"EV_ML_MAR_CM_00056","Shift starting. Equipment check complete. Weapons loaded and ready."
"EV_ML_MAR_CM_00057","[TIRED] Perimeter's secure. Nobody got hurt. Weapons still locked and loaded for next time."
"EV_ML_MAR_CM_00058","[CALM] Life support systems are critical. I'm securing the corridors to minimize exposure to bad air."
"EV_ML_MAR_CM_00059","[GRIM] Power situation means lights out in three sections. Switching to night-vision protocols."
"EV_ML_MAR_CM_00060","[CALM] Reactor malfunction means everyone stays clear of the aft sections. That's a hard perimeter."
"EV_ML_MAR_CM_00061","[GRIM] Airlock sealed. Section is lost. We hold the line here."
"EV_ML_MAR_CM_00062","[SUSPICIOUS] The AI's tactical suggestions have gotten slower since the damage. Timing matters in a fight."
"EV_ML_MAR_CM_00063","[WARM] The AI called that threat correctly. Saved us from an ambush. Good work."
"EV_ML_MAR_CM_00064","[PAINED] Got cut. Nothing deep. Still operational. Combat effectiveness at ninety percent."
"EV_ML_MAR_CM_00065","[GRIM] A crew member fell in the corridors. I was supposed to have their back. I didn't."
"EV_ML_MAR_CM_00066","[PANICKED] The breach is spreading and I can't seal it fast enough. We're losing entire sections."
"EV_ML_MAR_CM_00067","[TERRIFIED] Enemy contact is advancing. We're getting pushed back. I don't see how we hold this position."
"EV_ML_MAR_CM_00068","[CALM] Spent the quiet hours stripping and cleaning my rifle. Meditation and maintenance."
"EV_ML_MAR_CM_00069","[CURIOUS] Any strange sounds or movement reports from your section? Anything at all suspicious?"
"EV_ML_MAR_CM_00070","[WARM] You handled that contact by the book. Exactly how I would've done it."
"EV_ML_MAR_CM_00071","[CALM] You did what you had to do. The mission came first. That's the job."
"EV_ML_MAR_CM_00072","[CALM] Your assessment is correct. I trust your read on the situation."
"EV_ML_MAR_CM_00073","[CALM] Keep your position. I'll monitor communications from here."
"EV_ML_MAR_CM_00074","[GRIM] Hold the line. We're not retreating."
"EV_ML_MAR_CM_00075","[DRY] Someone borrowed my cleaning kit. Borrowed. Without the bringing-back part."
"EV_ML_MAR_CM_00076","Your mag was stowed loose. Fix it. Loose gear costs seconds. Seconds cost more."
"EV_ML_MAR_CM_00077","[DEADPAN] Funny. Write it down. I'll laugh on my day off."
"EV_ML_MAR_CM_00078","You talk enough for both of us. Works out. I listen enough for both of us."
"EV_ML_MAR_CM_00079","Walked the cargo hold twice. Counted the shadows. Same number as yesterday. Good."
"EV_ML_MAR_CM_00080","Show me your section's blind spots. Every room has two. Most people know one."
"EV_ML_MAR_CM_00081","[DEADPAN] Ship's trying new ways to kill us. Points for creativity. None for execution."
"EV_ML_MAR_CM_00082","[DRY] Dying's easy. Filling out the incident report after is the hard part."
"EV_ML_MAR_CM_00083","Basic training, they took our watches. Learned to count time by breath. Still do it on long watches."
"EV_ML_MAR_CM_00084","I remember that drop. You froze for one second, then you moved right. The second part is what I kept."
"EV_ML_MAR_CM_00085","Cleaned my rifle twice tonight. It was clean the first time. That's how I know something's on my mind."
"EV_ML_MAR_CM_00086","Everybody second-guesses. Difference is when. Before the fight, fine. During, never. After, briefly."
"EV_ML_MAR_CM_00087","[CALM] You're still here. Gear's intact. Odds improved twice today already. Keep breathing."
"EV_ML_MAR_CM_00088","[WARM] Sit. Clean something with me. Hands busy, head quiets. Old trick. Works."
"EV_ML_MAR_CM_00089","[WARM] I saved you a seat at chow. Been doing it a while. Figured you'd noticed."
"EV_ML_MAR_CM_00090","I don't say much. So when I say I want you around, count it double."
"EV_ML_MAR_CM_00091","[WARM] Yes. Short answer. Meant long."
"EV_ML_MAR_CM_00092","Power's low. Good news: I train in the dark. Bad news: so does whatever else is out here."
"EV_ML_MAR_CM_00093","[CALM] Torch discipline. Short bursts, low beam. We make the batteries outlast the problem."
"EV_ML_MAR_CM_00094","Thin air. Moving slow on purpose. Everything at half speed, everything still done."
"EV_ML_MAR_CM_00095","Stop talking. Breathe slower. I'll watch the corridor for both of us."
"EV_ML_MAR_CM_00096","[GRIM] Stood post at that door for two years. Today it did its job. Hate that it had to."
"EV_ML_MAR_CM_00097","The door closed on my watch. Their name goes in my log, my handwriting. That's what I can still do."
"EV_ML_MAR_CM_00098","[CONFIDENT] Fastest strip-and-reassemble on the ship. Blindfolded. Timed. Witnessed."
"EV_ML_MAR_CM_00099","Give me your watch rotation tonight. You're done standing. I'm not."
"EV_ML_MAR_CM_00100","Was blunt earlier. Bluntness is a tool. Wrong tool for that moment."
"EV_ML_MAR_CM_00101","[DEADPAN] Going on watch. If anything eats me, avenge the rifle. It's the expensive part."
"EV_ML_MAR_CM_00102","[CALM] Rack out. I've got the corridor. Nothing gets past a bored marine."
