"id","text"
"CH_ML_SCI_OF_00065","[WHISPERS] systems are showing concerning patterns. something's coming"
"CH_ML_SCI_OF_00066","[REASSURING] systems stable and crew recovering! we made it!"
"CH_ML_SCI_OF_00067","[WARM] another successful day in medicine. perfection achieved"
"CH_ML_SCI_OF_00068","[WARM] you've got solid instincts and an even solider heart"
"CH_ML_SCI_OF_00069","[LAUGHS] terrible joke but excellent delivery"
"CH_ML_SCI_OF_00070","[WARM] apology accepted. want a lollipop and forgiveness?"
"CH_ML_SCI_OF_00071","[EMPHASIS] acknowledged. prepping sickbay for incoming"
"CH_ML_SCI_OF_00072","[PAINED] we lost them. i want you to know i tried everything"
"CH_ML_SCI_OF_00073","[EMBARRASSED] oh wow — yes. absolutely yes. you just made my entire week"
"CH_ML_SCI_OF_00074","[SUSPICIOUS] i want to trust it, but let's double-check independently"
"CH_ML_SCI_OF_00075","[WARM] pain's manageable. patient care continues"
"CH_ML_SCI_OF_00076","[WARM] you've got integrity and intelligence. valuable combination"
"CH_ML_SCI_OF_00077","[CURIOUS] what's your clinical judgment? i value your perspective"
"CH_ML_SCI_OF_00078","[WARM] catch you later. sickbay waits for no one"
"CH_ML_SCI_OF_00079","[LAUGHS] patients awaiting. hopefully metaphorically"
"CH_ML_SCI_OF_00080","[TIRED] going to rest. medical orders from yours truly"
"CH_ML_SCI_OF_00081","[WARM] you were excellent today. genuinely"
"CH_ML_SCI_OF_00082","[CALM] emergency protocols engaged. sickbay ready"
"CH_ML_SCI_OF_00083","[WARM] air's recovering and vitals are normalizing. everyone's going to be fine"
"CH_ML_SCI_OF_00084","[WARM] i'm staying. we'll figure this out together"
