"id","text"
"CH_FE_SCI_CM_00031","[CURIOUS] so what's your take on this? your perspective always helps me see things"
"CH_FE_SCI_CM_00032","[GRIM] isolation protocols are up. boring for them, safe for everyone"
"CH_FE_SCI_CM_00033","[WARM] all stabilized. medbay's got it from here"
"CH_FE_SCI_CM_00034","[WARM] i actually really like the computer. it's never judged my puns"
"CH_FE_SCI_CM_00035","[WARM] bye! go be healthy and interesting somewhere else for a while"
"CH_FE_SCI_CM_00036","[LAUGHS] alright, patients are waiting. hopefully not literally"
"CH_FE_SCI_CM_00037","[TIRED] gonna rest up. sickbay doesn't really close, but i need to"
"CH_FE_SCI_CM_00038","[WARM] you did great. catch you around"
"CH_FE_SCI_CM_00039","[EXHAUSTED] i'm gonna sleep for about a week. wake me if the ship's on fire"
"CH_FE_SCI_CM_00040","[WARM] you look like you need a checkup. nothing invasive, just checking in"
"CH_FE_SCI_CM_00041","[WARM] systems are nominal. everyone can rest easy tonight"
"CH_FE_SCI_CM_00042","[WARM] hey, no pressure. just breathe and let's figure this out together"
"CH_FE_SCI_CM_00043","[WARM] you're doing better than you think. trust the process"
"CH_FE_SCI_CM_00044","[WARM] quiet shift in sickbay means i can actually organize my research"
"CH_FE_SCI_CM_00045","[LAUGHS] finally got all the samples labeled correctly. small victory"
"CH_FE_SCI_CM_00046","[WARM] meal time! time to actually eat something i didn't cook in a beaker"
"CH_FE_SCI_CM_00047","[WARM] shift's starting! sickbay's stocked and ready"
"CH_FE_SCI_CM_00048","[TIRED] long shift but everyone's still walking. best possible outcome"
"CH_FE_SCI_CM_00049","[WARM] quick break to recharge. medics need fuel too"
"CH_FE_SCI_CM_00050","[NERVOUS] power's dropping and that means sickbay can't run my diagnostic equipment"
"CH_FE_SCI_CM_00051","[URGENT] air quality in here is dropping and i'm watching my patients' vitals shift"
"CH_FE_SCI_CM_00052","[PANICKED] reactor failure means casualties incoming and i need to be ready"
"CH_FE_SCI_CM_00053","[PAINED] locked a door on crew and now I'm thinking about what I could have done differently"
"CH_FE_SCI_CM_00054","[CURIOUS] the computer's having trouble processing but so am I right now"
"CH_FE_SCI_CM_00055","[WARM] the computer's saved lives out here. that's more than most people can say"
"CH_FE_SCI_CM_00056","[FLIRTY] you're interesting. like, puzzle-piece interesting"
"CH_FE_SCI_CM_00057","[WARM] working next to you makes me want to solve bigger problems"
"CH_FE_SCI_CM_00058","[PAINED] lost someone who taught me so much about medicine. that's hard to replace"
"CH_FE_SCI_CM_00059","[RESIGNED] even the most interesting cases don't always have solutions"
"CH_FE_SCI_CM_00060","[PAINED] got cut during a procedure. ironic coming from the doctor"
"CH_FE_SCI_CM_00061","[GRUFF] yeah i'm hurt but my patients are a priority"
"CH_FE_SCI_CM_00062","[PANICKED] multiple critical patients and not enough hands!"
"CH_FE_SCI_CM_00063","[TERRIFIED] [EMPHASIS] air's thin and my patient's oxygen saturation is dropping!"
"CH_FE_SCI_CM_00064","[WARM] been reading this paper on cellular regeneration during meal breaks"
"CH_FE_SCI_CM_00065","[CURIOUS] experimenting with a new treatment hypothesis in my free time"
"CH_FE_SCI_CM_00066","[WARM] how's your stress level today? be honest with me"
"CH_FE_SCI_CM_00067","[CURIOUS] you've got good observational skills. ever think about medical work?"
"CH_FE_SCI_CM_00068","[WARM] hey! quick check-in? i want to make sure you're taking care of yourself"
"CH_FE_SCI_CM_00069","[WHISPERS] between us, i think sickbay's going to get busy"
"CH_FE_SCI_CM_00070","[REASSURING] we're stable! power's back, everyone's vitals are good"
"CH_FE_SCI_CM_00071","[WARM] another interesting case solved. i love it when the good outcomes happen"
"CH_FE_SCI_CM_00072","[WARM] you helped save someone today. that's what matters"
"CH_FE_SCI_CM_00073","[LAUGHS] that joke was terrible and i respect that"
"CH_FE_SCI_CM_00074","[WARM] forget it. we all have moments. want a lollipop?"
"CH_FE_SCI_CM_00075","[EMPHASIS] understood. prepping for incoming now"
"CH_FE_SCI_CM_00076","[PAINED] we lost them. that's the part of medicine i hate most"
"CH_FE_SCI_CM_00077","[EMBARRASSED] oh! i mean — yes, absolutely. that makes me really happy"
"CH_FE_SCI_CM_00078","[SUSPICIOUS] the computer's readings don't feel right to me"
"CH_FE_SCI_CM_00079","[WARM] hurts but i can work through it. patients first"
"CH_FE_SCI_CM_00080","[WARM] you've got good instincts and a good heart"
"CH_FE_SCI_CM_00081","[CURIOUS] what do you think about this? i want your perspective"
"CH_FE_SCI_CM_00082","[WARM] catch you later. sickbay calls"
"CH_FE_SCI_CM_00083","[LAUGHS] patients are waiting. hopefully metaphorically"
"CH_FE_SCI_CM_00084","[TIRED] going to rest. doctor's orders to myself"
"CH_FE_SCI_CM_00085","[WARM] you were great today. really great"
"CH_FE_SCI_CM_00086","[CALM] emergency protocols running. everyone stable"
"CH_FE_SCI_CM_00087","[WARM] air quality's recovering. patients are stabilizing"
"CH_FE_SCI_CM_00088","[WARM] i'm not leaving. we're going to figure this out"
