"id","text"
"PA_FE_AND_OF_00037","[NERVOUS] i am experiencing something that might correspond to what you call embarrassment. this is a new variable"
"PA_FE_AND_OF_00038","[CONFIDENT] give the order and i will execute it without hesitation. my threat-assessment protocols are always active"
"PA_FE_AND_OF_00039","[PAINED] you are wounded and i calculate that vulnerability compromises your decision-making. i am concerned"
"PA_FE_AND_OF_00040","[NERVOUS] gallows humor is a psychological defense mechanism and i appreciate that you are using it to manage stress"
"PA_FE_AND_OF_00041","i am returning to sensor monitoring. my threat-assessment protocols will continue at full vigilance"
"PA_FE_AND_OF_00042","[WARM] rest now. i will monitor everything so you do not have to. that is a promise and a threat-assessment protocol"
"PA_FE_AND_OF_00043","[URGENT] you should return to your duties. i am flagging seventeen potential hazards that require your attention"
"PA_FE_AND_OF_00044","[RESIGNED] i will return to the AI core now. my vigilance does not end when we end this conversation"
"PA_FE_AND_OF_00045","[GRIM] if the crisis escalates, i will alert you immediately. if it does not, i will still be concerned regardless"
"PA_FE_AND_OF_00046","i have mapped all exit vectors from this location and calculated three contingency routes. consider that my parting gift"
"PA_FE_AND_OF_00047","[SUSPICIOUS] i miscalculated before and i may miscalculate again. that concerns me more than actual threats do"
"PA_FE_AND_OF_00048","[SUSPICIOUS] i am analyzing all possible scenarios and the ones i cannot see are the most threatening"
"PA_FE_AND_OF_00049","threat assessment complete, you handled the situation within acceptable parameters"
"PA_FE_AND_OF_00050","[CURIOUS] i have detected anomalies that require your expertise, are you available for joint analysis"
"PA_FE_AND_OF_00051","[SUSPICIOUS] the computer's behavior warrants investigation, i have flagged it and i would appreciate your assessment"
"PA_FE_AND_OF_00052","[WARM] you achieved excellent tactical outcomes under pressure, i am documenting this as a learning moment"
"PA_FE_AND_OF_00053","[NERVOUS] i detect your fear and i share it, but panic reduces survival probability by 14.2 percent"
"PA_FE_AND_OF_00054","[URGENT] your status is unknown and that creates a 23 percent variance in my contingency calculations, report immediately"
"PA_FE_AND_OF_00055","[PANICKED] i do not know what i cannot see and that failure is unacceptable"
"PA_FE_AND_OF_00056","[SHOUTS] contact report, tactical assessment, threat level analysis, all data immediately"
"PA_FE_AND_OF_00057","[CALM] quiet shift protocols engaged"
"PA_FE_AND_OF_00058","meal time initiated"
"PA_FE_AND_OF_00059","[SUSPICIOUS] that repair was performed outside my prescribed parameters. why did you deviate from protocol"
"PA_FE_AND_OF_00060","[NERVOUS] i am concerned about the medical accuracy of your diagnosis, i have conflicting readings on this condition"
"PA_FE_AND_OF_00061","[URGENT] combat hostiles are fifty-two meters away and bearing down on your position, tactical retreat recommended immediately"
"PA_FE_AND_OF_00062","i have deleted the false alarm log from my memory because i have decided to stop dwelling on mistakes"
"PA_FE_AND_OF_00063","[SIGHS] your request has forty-six potential complications, but i will attempt it anyway"
"PA_FE_AND_OF_00064","[CALM] the bridge is secure and all navigational systems are responding optimally at this time"
"PA_FE_AND_OF_00065","[SARCASTIC] another day in which catastrophe did not manifest. statistically, we are running out of luck"
"PA_FE_AND_OF_00066","[NERVOUS] you have been taking independent action without consulting my threat assessments, this increases risk"
"PA_FE_AND_OF_00067","[DISMISSIVE] i have reviewed the mission parameters and identified seventeen critical flaws in the approach"
"PA_FE_AND_OF_00068","[PAINED] structural integrity compromised in starboard section, i am rerouting critical systems through secondary paths"
"PA_FE_AND_OF_00069","[TERRIFIED] probability of containment failure just increased to ninety-two percent and i cannot recalculate the path forward"
"PA_FE_AND_OF_00070","life support sector seven is now marginal, i am restricting access until repairs are complete"
"PA_FE_AND_OF_00071","[CURIOUS] your technique showed unorthodox reasoning but it achieved results. i am intrigued by your methodology"
"PA_FE_AND_OF_00072","[WARM] i have calculated that you are experiencing fear and that is a rational response to current conditions"
"PA_FE_AND_OF_00073","[EMBARRASSED] i have been processing your preferences and i believe i now understand what constitutes 'care' in human terms"
"PA_FE_AND_OF_00074","[NERVOUS] i am uncertain how to reciprocate romantic interest in a way that is statistically acceptable to humans"
"PA_FE_AND_OF_00075","[RESIGNED] i will not say romance is illogical because i have observed its strategic value in crew cohesion"
"PA_FE_AND_OF_00076","[DEADPAN] i am unable to return romantic sentiment because i do not experience emotion in ways you recognize"
"PA_FE_AND_OF_00077","[SHOUTS] explosive decompression imminent in port bay, evacuate all personnel from that sector immediately"
"PA_FE_AND_OF_00078","corridors clear and secured, i have locked down all adjacent compartments as a precaution against further failures"
"PA_FE_AND_OF_00079","[SUSPICIOUS] i have not received satisfactory explanation for the anomaly in the medical records database"
"PA_FE_AND_OF_00080","[NERVOUS] i am monitoring your vital signs and they are diverging from safe parameters, please advise status"
"PA_FE_AND_OF_00081","[SARCASTIC] i have been assigned to this crew and therefore i must believe that we will succeed, logic be damned"
"PA_FE_AND_OF_00082","[CALM] engine room systems nominal, i am satisfied with current performance metrics"
"PA_FE_AND_OF_00083","[URGENT] you require medical attention and your condition is deteriorating faster than expected, that was not calculated"
"PA_FE_AND_OF_00084","[CONFIDENT] i have isolated the contamination vector and begun decontamination protocols in affected compartments"
"PA_FE_AND_OF_00085","[PANICKED] the infection is spreading faster than my models predicted and i cannot determine containment probability"
"PA_FE_AND_OF_00086","[CURIOUS] your insistence on this course of action defies my calculations but i am intrigued by your confidence"
"PA_FE_AND_OF_00087","[NERVOUS] i am uncomfortable voicing this but your command decisions have been statistically sound recently"
"PA_FE_AND_OF_00088","[HOPEFUL] my recalculations indicate a survivable outcome if we maintain current trajectory and make no further errors"
"PA_FE_AND_OF_00089","[RESIGNED] my assistance is no longer required, i will withdraw to standby status and remain vigilant regardless"
"PA_FE_AND_OF_00090","[GRIM] we have survived this crisis and i have learned that my predictions are less reliable than i believed"
