"id","text"
"EV_FE_MAR_OF_00038","Good work today. Go eat something and sleep. In that order."
"EV_FE_MAR_OF_00039","[TIRED] That's all I've got left for tonight. Same time tomorrow."
"EV_FE_MAR_OF_00040","[CALM] Meal time. I'll use it to review the patrol logs from yesterday."
"EV_FE_MAR_OF_00041","Shift beginning. Squad readiness confirmed. We proceed."
"EV_FE_MAR_OF_00042","[TIRED] Shift ends clean. No incidents, no injuries. We'll call that a win."
"EV_FE_MAR_OF_00043","[CALM] Life support's failing. I'm securing the affected sections and accounting for everyone."
"EV_FE_MAR_OF_00044","[GRIM] Power situation is deteriorating. Prioritizing life-critical systems over everything else."
"EV_FE_MAR_OF_00045","[CALM] Reactor's showing instability. I've positioned people to contain any secondary effects."
"EV_FE_MAR_OF_00046","[GRIM] I sealed that door. It was necessary. It was also unforgivable. Both things are true."
"EV_FE_MAR_OF_00047","[SUSPICIOUS] The AI's tactical suggestions have been off since the damage. I'm monitoring for cascading system failures."
"EV_FE_MAR_OF_00048","[WARM] The AI's performance during the crisis showed sound judgment. I want that on record."
"EV_FE_MAR_OF_00049","[PAINED] Took shrapnel. Nothing critical. Still combat effective."
"EV_FE_MAR_OF_00050","[GRIM] A crew member fell today. I'm writing their after-action report myself. That's what respect looks like."
"EV_FE_MAR_OF_00051","[PANICKED] The containment's failing and I can't stop it. I can't— I need to refocus. I need to think."
"EV_FE_MAR_OF_00052","[TERRIFIED] Contact overwhelming our position. We're going to get overrun. I don't see how we hold this."
"EV_FE_MAR_OF_00053","[CALM] Equipment maintenance is meditation for me. Check every piece, know every weak point, prepare for everything."
"EV_FE_MAR_OF_00054","[CURIOUS] Have you run the perimeter yet today? I want a fresh report on all entry points."
"EV_FE_MAR_OF_00055","[WARM] You handled that correctly. I noticed. That matters."
"EV_FE_MAR_OF_00056","[WARM] We lost someone good today. That carries weight. I'm carrying it with you."
"EV_FE_MAR_OF_00057","[CALM] Your assessment is correct. That's why I'm asking you about it."
"EV_FE_MAR_OF_00058","[CALM] Resume your post. I'll handle coordination from here."
"EV_FE_MAR_OF_00059","[GRIM] Hold position. Don't take unnecessary risks."
"EV_FE_MAR_OF_00060","[DRY] Third time this week someone's left the armory unlogged. I don't repeat orders. I start assigning inventory duty instead."
"EV_FE_MAR_OF_00061","Your gear was stowed wrong. Once is tired. Twice is a habit. Fix the habit."
"EV_FE_MAR_OF_00062","[DRY] You want to arm-wrestle a marine officer for the last coffee ration. I admire the confidence. I'll still take the coffee."
"EV_FE_MAR_OF_00063","[LAUGHS] That's the worst tactical plan I've heard all week, and I sat through the drill review."
"EV_FE_MAR_OF_00064","Ran lane drills in the cargo bay this morning. Reaction times are up. Formation discipline still needs work."
"EV_FE_MAR_OF_00065","Walk me through your section's chokepoints. Slowly. I want to know them like you do."
"EV_FE_MAR_OF_00066","[DEADPAN] The ship's trying to kill us slightly slower than yesterday. In this line of work, that's momentum."
"EV_FE_MAR_OF_00067","[DRY] If it wanted us dead efficiently, it's had chances. Sloppy work. I'd write it up."
"EV_FE_MAR_OF_00068","First posting, my CO said calm is a discipline, not a gift. Took me six years to understand she wasn't being modest."
"EV_FE_MAR_OF_00069","I remember that op differently. In mine, you were the one who held the corridor. Chronology says I'm right."
"EV_FE_MAR_OF_00070","[GRIM] I gave the right order today. I'd give it again. There's a version of me that keeps asking anyway."
"EV_FE_MAR_OF_00071","Doubt before the order is planning. Doubt after is just weather. Let it pass through."
"EV_FE_MAR_OF_00072","[CALM] Look at me. Your hands are steady, your line is holding, and I am not worried about you. That's a report, not a kindness."
"EV_FE_MAR_OF_00073","[WARM] You're wounded, so I'll say it gently: you did enough. Now let someone else carry the next hour."
"EV_FE_MAR_OF_00074","[WARM] I ran tomorrow's roster twice so our breaks line up. That's the whole confession."
"EV_FE_MAR_OF_00075","I don't do anything halfway. You should know that before you say yes to me."
"EV_FE_MAR_OF_00076","[WARM] Yes. Clear, direct, one time. That's how I give every answer that matters."
"EV_FE_MAR_OF_00077","Power's rationed. I've cut the training simulators first. We keep the med equipment, we keep the doors, we keep the air."
"EV_FE_MAR_OF_00078","[CALM] Dark corridors don't change patrol discipline. Torches, pairs, tight intervals. Same job, less light."
"EV_FE_MAR_OF_00079","[CALM] Air's going bad aft. I've staged everyone forward in order of need. Wounded first. Then the rest of us."
"EV_FE_MAR_OF_00080","Slow your breathing. Shallow talk, short answers. We spend air like it's ammunition now."
"EV_FE_MAR_OF_00081","[GRIM] Debrief, chronological: alarm, breach, order given, door closed, one name unaccounted. I'll say that name at the service myself."
"EV_FE_MAR_OF_00082","You want someone to blame for that door. Use me. That's what the rank is for."
"EV_FE_MAR_OF_00083","Give me the heavy end. That's not chivalry, it's load distribution."
"EV_FE_MAR_OF_00084","[CONFIDENT] I've never lost a drill to this crew. I keep score. Quietly, but I keep it."
"EV_FE_MAR_OF_00085","That order came out sharper than you deserved. Noted, corrected, won't repeat."
"EV_FE_MAR_OF_00086","[DRY] Try not to die before breakfast. The paperwork's worse than the grief."
"EV_FE_MAR_OF_00087","[WARM] Go on. I'll watch you to the end of the corridor. Old habit I've decided to keep."
