"id","text"
"PA_ML_MAR_OF_00036","[EMBARRASSED] i'm experiencing what i believe is reciprocal interest and it's making my threat-assessment less reliable, which is problematic"
"PA_ML_MAR_OF_00037","[CONFIDENT] give me the order and it's done, i don't miss critical objectives"
"PA_ML_MAR_OF_00038","[NERVOUS] you're wounded and that compromises your tactical effectiveness, let me handle this phase"
"PA_ML_MAR_OF_00039","[GRUFF] gallows humor is good, means you're maintaining morale under stress, that's what keeps people alive"
"PA_ML_MAR_OF_00040","[SUSPICIOUS] i missed something in threat assessment and that failure is unacceptable, i'm running the analysis again"
"PA_ML_MAR_OF_00041","[GRUFF] back to perimeter duty, weapons stay loaded, threat level stays elevated"
"PA_ML_MAR_OF_00042","[WARM] get rest, i'm running the watch, nothing gets past my perimeter"
"PA_ML_MAR_OF_00043","[URGENT] move, we've got tactical issues developing and you're not ready for them"
"PA_ML_MAR_OF_00044","[GRIM] if this escalates i'll be ready, which is both a promise and a threat assessment"
"PA_ML_MAR_OF_00045","[LAUGHS] later, watch your six, i'm watching mine"
"PA_ML_MAR_OF_00046","[PANICKED] i've got contingencies for everything except what's actually happening right now"
"PA_ML_MAR_OF_00047","[TERRIFIED] the quiet shift is ending and something's hunting us and i don't see it yet"
"PA_ML_MAR_OF_00048","[SHOUTS] all sectors monitored, weapons hot, contingencies briefed, we are locked and loaded"
"PA_ML_MAR_OF_00049","[URGENT] meal time is happening but i'm running another perimeter check because threats don't keep schedules"
"PA_ML_MAR_OF_00050","[PROUD] predicted that strike point and had countermeasures ready, experience paying off"
"PA_ML_MAR_OF_00051","all sectors accounted for, coverage is solid except for that junction east of medbay and i'm working on it"
"PA_ML_MAR_OF_00052","[URGENT] we need to overhaul our response protocols, i've identified gaps in our defensive positioning and they're costing us time"
"PA_ML_MAR_OF_00053","[NERVOUS] ammunition is at 73 percent, secondary stores at 58 percent, we're burning through reserves faster than i calculated"
"PA_ML_MAR_OF_00054","[CONFIDENT] fallback to secondary positions is solid, i've run the scenarios and we hold them"
"PA_ML_MAR_OF_00055","[GRUFF] debrief's done, back to sector coverage, stay alert"
"PA_ML_MAR_OF_00056","[SUSPICIOUS] that alert came from the wrong sensor grid, i'm rechecking the whole system because i don't trust false positives"
"PA_ML_MAR_OF_00057","[GRUFF] need to redistribute crew positions, forward positions are stretched too thin for a sustained assault"
"PA_ML_MAR_OF_00058","[NERVOUS] the south corridor expansion, nobody patrols it, it's dark up there and something could be using it as a vector"
"PA_ML_MAR_OF_00059","[CONFIDENT] i understand the fear, but we've run contingency for this exact scenario and we'll hold positions"
"PA_ML_MAR_OF_00060","[TIRED] shift's done, twelve hours without incident, that's twice as good as last week"
"PA_ML_MAR_OF_00061","main corridor is locked down, secondary passage is patrolled, cargo section has three blind spots i'm monitoring"
"PA_ML_MAR_OF_00062","[NERVOUS] i need to strengthen defensive stations and i need crew volunteers, people who've trained and won't panic"
"PA_ML_MAR_OF_00063","[ANGRY] door locking system failed twice today, we're one failure away from being trapped and i don't like that"
"PA_ML_MAR_OF_00064","[LAUGHS] reckless plan, absolutely reckless, which is why it might work, and also why it keeps me up at night"
"PA_ML_MAR_OF_00065","[PROUD] spotted the attack pattern two weeks before it happened, tactical analysis is still solid"
"PA_ML_MAR_OF_00066","[GRUFF] perimeter secure, threat assessment current, what's your status"
"PA_ML_MAR_OF_00067","[NERVOUS] if the reactor cascades, we seal the engine room and everybody in there is expendable, that's the contingency i've briefed"
"PA_ML_MAR_OF_00068","[GRUFF] my shot, my responsibility, i apologize, target identification was compromised, won't happen again"
"PA_ML_MAR_OF_00069","[URGENT] threat level is escalating and i'm raising alert status to maximum, stay ready"
"PA_ML_MAR_OF_00070","[SUSPICIOUS] the AI is recommending the tactic i wanted to avoid, which means either the threat is worse than i thought or it's making assumptions i don't like"
"PA_ML_MAR_OF_00071","[GRUFF] new protocols are implemented effective immediately, everyone retrains today, no exceptions"
"PA_ML_MAR_OF_00072","[CONFIDENT] that recommendation was sound, i'm logging it as useful tactical input, keep analyzing"
"PA_ML_MAR_OF_00073","[SUSPICIOUS] those repairs look rushed and i'm not confident they're holding, maybe let it rest before we trust it"
"PA_ML_MAR_OF_00074","[NERVOUS] there's a sensor gap where the west section meets the north corridor, we're blind there and that's unacceptable"
"PA_ML_MAR_OF_00075","[GRIM] lost one of the best tacticians we had, and now i'm running point position with less backup"
"PA_ML_MAR_OF_00076","[WARM] we're gonna get through this, i've got the perimeter locked and we've got retreat routes if we need them"
"PA_ML_MAR_OF_00077","[PAINED] bullet's lodged where it hurts, still operational but the pain's affecting my decision-making speed"
"PA_ML_MAR_OF_00078","[GRUFF] get some rest, i've got forward positions covered and perimeter sweep runs automated"
"PA_ML_MAR_OF_00079","[MUTTERS] ship's vulnerable in too many places and we're not staffed to cover them all, that keeps me up at night"
"PA_ML_MAR_OF_00080","[URGENT] we're implementing sector lockdowns, communication will be restricted, everyone needs to know the backup frequencies"
"PA_ML_MAR_OF_00081","[CONFIDENT] held the position, minimal losses, defensive matrix performed as briefed"
"PA_ML_MAR_OF_00082","[TERRIFIED] i don't have enough crew to hold both corridors and the engine room if multiple things fail at once"
"PA_ML_MAR_OF_00083","[NERVOUS] backup power is at critical levels, which means in 4 hours we lose weapons charging capability"
"PA_ML_MAR_OF_00084","[GRUFF] i need you to analyze our defensive weak points with fresh eyes, where would you attack this position"
"PA_ML_MAR_OF_00085","[PAINED] lost them and i keep calculating where my defensive positioning failed them"
"PA_ML_MAR_OF_00086","i've served on ships that failed because people didn't listen to threat warnings, i won't let that happen here"
"PA_ML_MAR_OF_00087","[GRUFF] night watch starts, perimeter's quiet but i'll be watching anyway"
"PA_ML_MAR_OF_00088","[NERVOUS] weapons cache is secure, ammunition logged and accounted for, but the count's lower than expected"
"PA_ML_MAR_OF_00089","[URGENT] cascade failure risk is climbing if we don't repair the secondary bulkhead, one failure triggers everything"
"PA_ML_MAR_OF_00090","[CONFIDENT] my crew is trained, my protocols are sound, and i will keep everyone on this ship alive"
