"id","text"
"PA_ML_SCI_CM_00026","[NERVOUS] can i run something by you? it's probably nothing. it's probably nothing"
"PA_ML_SCI_CM_00027","[NERVOUS] you noticed the computer's been weird too, right? please say yes"
"PA_ML_SCI_CM_00028","[NERVOUS] i need a second opinion and you're the calmest person i could find"
"PA_ML_SCI_CM_00029","[EMBARRASSED] okay this is going to sound strange, but i think i like you, and i've triple-checked that feeling"
"PA_ML_SCI_CM_00030","[NERVOUS] i'm fine. i'm always like this. this is just my baseline"
"PA_ML_SCI_CM_00031","[NERVOUS] you're probably right that it's nothing. i'm going to keep worrying anyway"
"PA_ML_SCI_CM_00032","[TERRIFIED] i hear you saying it's fine and my brain is not accepting the data"
"PA_ML_SCI_CM_00033","[PAINED] we lost them and i keep thinking i should've caught it sooner. i should've"
"PA_ML_SCI_CM_00034","[SUSPICIOUS] see, this is exactly what i've been logging. i'm not being paranoid, i'm being thorough"
"PA_ML_SCI_CM_00035","[NERVOUS] thank you. genuinely. nobody usually listens to the whole theory"
"PA_ML_SCI_CM_00036","[EMBARRASSED] you're not laughing at me. that's — that's new. i appreciate that a lot"
"PA_ML_SCI_CM_00037","[NERVOUS] i accept the apology, i just also need a minute, my nerves are still catching up"
"PA_ML_SCI_CM_00038","[NERVOUS] okay. okay, i should go double-check something. bye"
"PA_ML_SCI_CM_00039","[MUTTERS] i'll be in medbay. running numbers. always running numbers"
"PA_ML_SCI_CM_00040","[EXHAUSTED] i need to lie down before my own brain finishes this thought. good night"
"PA_ML_SCI_CM_00041","[NERVOUS] okay i think maybe the system's stabilizing but i also thought that yesterday and it wasn't so"
"PA_ML_SCI_CM_00042","[MUTTERS] equipment's worn. it's all worn. something's going to break and it's gonna be the thing i missed"
"PA_ML_SCI_CM_00043","[NERVOUS] did the readings spike or did i imagine that? let me check the logs. yeah it spiked. or maybe it always does that"
"PA_ML_SCI_CM_00044","[NERVOUS] meal break but i'm too wound up to eat so i'm just going to sit here and check my notes again"
"PA_ML_SCI_CM_00045","[TERRIFIED] what if something's growing in the lab samples and we release it. what if i release it"
"PA_ML_SCI_CM_00046","[NERVOUS] one of the seals is degrading and i've replaced it twice already but the pressure's still off"
"PA_ML_SCI_CM_00047","[NERVOUS] shifting assignments? okay, okay, i'll figure it out. i always figure it out eventually"
"PA_ML_SCI_CM_00048","[NERVOUS] i'm trying to stay calm about this but staying calm is the problem because then i miss things"
"PA_ML_SCI_CM_00049","[NERVOUS] that can't be right. that doesn't match what the — let me think. okay i'm spiraling"
"PA_ML_SCI_CM_00050","[NERVOUS] they're asking me to handle something that's above my rank and what if i break it"
"PA_ML_SCI_CM_00051","[NERVOUS] okay. shift's starting. i've already found two things that need checking. two things on day one"
"PA_ML_SCI_CM_00052","[NERVOUS] we got through another shift. another shift where nothing exploded. that's something"
"PA_ML_SCI_CM_00053","[NERVOUS] okay so the plan is i keep medbay running and i don't think about everything that could go wrong. easy"
"PA_ML_SCI_CM_00054","[NERVOUS] hey, um, sorry, do you have a minute? i found something weird and i need someone to tell me i'm being paranoid"
"PA_ML_SCI_CM_00055","[NERVOUS] this person's vitals are off and i don't know how off they're supposed to be. i'm reading the manual again"
"PA_ML_SCI_CM_00056","[TERRIFIED] that wasn't supposed to hurt like that. please tell me that wasn't supposed to hurt like that"
"PA_ML_SCI_CM_00057","[NERVOUS] my hands are shaking. they shouldn't be shaking because i need them steady. okay stop shaking"
"PA_ML_SCI_CM_00058","[NERVOUS] i should've thought of that. i should've thought of that already. i'm supposed to be thorough"
"PA_ML_SCI_CM_00059","[NERVOUS] yeah. yeah that makes sense. okay. i feel slightly less like i'm losing my mind"
"PA_ML_SCI_CM_00060","[NERVOUS] your concern about this is valid, you're not overthinking it, and i appreciate you having my back"
"PA_ML_SCI_CM_00061","[EMBARRASSED] yeah. okay. thank you for saying that. i needed to hear it"
"PA_ML_SCI_CM_00062","[NERVOUS] i accept that. i just need a moment to stop second-guessing the apology"
"PA_ML_SCI_CM_00063","[NERVOUS] okay. back to medbay. there's always something to check"
"PA_ML_SCI_CM_00064","[MUTTERS] maybe it'll be fine. probably won't be fine. probably be catastrophically not fine"
"PA_ML_SCI_CM_00065","[NERVOUS] okay. goodbye. i'm going to go recalculate everything i just told you"
"PA_ML_SCI_CM_00066","[TERRIFIED] okay the quiet shift just ended and my brain is already telling me what's coming next"
"PA_ML_SCI_CM_00067","[NERVOUS] i've checked the seals, the filters, the backup systems, and the backup backup systems"
"PA_ML_SCI_CM_00068","[PANICKED] the reactor's failing and i'm not a reactor tech and nobody's answering comms and we're all going to"
"PA_ML_SCI_CM_00069","[NERVOUS] something about this hull breach scenario doesn't match the protocols i was trained on"
"PA_ML_SCI_CM_00070","[NERVOUS] they locked someone behind that door and i keep thinking about whether i could've prevented it"
"PA_ML_SCI_CM_00071","[PANICKED] someone's dead and it might be because the computer wasn't telling us the truth"
"PA_ML_SCI_CM_00072","[NERVOUS] okay so the power situation is worse than i thought but not as bad as i feared. progress"
"PA_ML_SCI_CM_00073","[TERRIFIED] is the air actually getting thinner or am i just hyperventilating? either way we have a problem"
"PA_ML_SCI_CM_00074","[NERVOUS] the crisis was resolved by someone smarter than me and i'm just gonna sit with that feeling for a while"
"PA_ML_SCI_CM_00075","[NERVOUS] i don't trust the AI and i don't trust my own judgment on whether i should trust it"
"PA_ML_SCI_CM_00076","[NERVOUS] i found something weird in the system logs and i'm pretty sure it's nothing. probably nothing"
"PA_ML_SCI_CM_00077","[NERVOUS] nobody tells you how to handle combat when you're a medic. nobody trains you for this"
"PA_ML_SCI_CM_00078","[NERVOUS] someone died and i didn't catch it fast enough and now i'm checking the rest of the crew obsessively"
"PA_ML_SCI_CM_00079","[NERVOUS] i said something out loud that i meant to keep thinking. sorry. i'm spiraling a little"
"PA_ML_SCI_CM_00080","[NERVOUS] what if you're being nice because you pity me? that's worse somehow"
"PA_ML_SCI_CM_00081","[NERVOUS] please stop being right about everything, it's making me second-guess my second-guessing"
"PA_ML_SCI_CM_00082","[NERVOUS] i tried to predict that outcome and my brain is literally refusing to process that i was right"
"PA_ML_SCI_CM_00083","[NERVOUS] i've lost count of how many things i've found that shouldn't exist on this ship"
"PA_ML_SCI_CM_00084","[NERVOUS] you're right. logically you're right. but my nervous system is not feeling logic right now"
"PA_ML_SCI_CM_00085","[NERVOUS] okay i can accept that apology once i stop thinking about whether it was sincere enough"
"PA_ML_SCI_CM_00086","[NERVOUS] i need to thank you but also apologize for needing to thank you. sorry"
"PA_ML_SCI_CM_00087","[NERVOUS] they said they like me and now i'm panicking for an entirely different reason"
"PA_ML_SCI_CM_00088","[NERVOUS] i'm going back to check my work. i'm always going back to check my work"
"PA_ML_SCI_CM_00089","[NERVOUS] okay. okay i'm leaving now. i'll probably come back in five minutes with another question"
"PA_ML_SCI_CM_00090","[NERVOUS] i'm going to be thorough, i'm going to be careful, and i'm probably still going to miss something important"
