"id","text"
"GR_ML_SCI_OF_00080","[NERVOUS] i'm at the edge of what i can do. [EMPHASIS] the rest is luck"
"GR_ML_SCI_OF_00081","[DRY] you want reassurance. [GRUFF] the honest kind is: i don't know if you'll make it"
"GR_ML_SCI_OF_00082","[CALM] door seals locked down. [DEADPAN] whatever's on the far side of that door isn't coming back"
"GR_ML_SCI_OF_00083","[GRUFF] you want to know if it hurts. [CALM] yes. but the alternative hurts worse"
"GR_ML_SCI_OF_00084","[TIRED] another name. [SIGHS] i'll find space in the list"
"GR_ML_SCI_OF_00085","[EMPHASIS] nobody gets out of this unscathed. [CALM] the best we do is limp through"
"GR_ML_SCI_OF_00086","[DEADPAN] you're asking about the android. [GRUFF] can't infect something that doesn't breathe"
"GR_ML_SCI_OF_00087","[CALM] i've triage'd worse than this. [GRUFF] that ship didn't make it either"
"GR_ML_SCI_OF_00088","[GRUFF] you want honesty. [DEADPAN] you're stable. that's as good as it gets right now"
"GR_ML_SCI_OF_00089","[NERVOUS] cascading failures. [EMPHASIS] this is the moment everything stops pretending it's going to hold"
"GR_ML_SCI_OF_00090","[CALM] repair's holding. [DEADPAN] until it doesn't. which could be hours. could be minutes"
"GR_ML_SCI_OF_00091","[DRY] you want to be useful. [CALM] sit still. not getting worse is useful"
"GR_ML_SCI_OF_00092","[GRUFF] you're asking about hope. [DEADPAN] hope is what gets people killed. i prefer pragmatism"
"GR_ML_SCI_OF_00093","[CALM] crisis is over. [DEADPAN] the cost is being tallied. i can feel it"
"GR_ML_SCI_OF_00094","[GRUFF] you want to discuss the meal. [CALM] it's either better than yesterday or i'm losing my taste"
"GR_ML_SCI_OF_00095","[DEADPAN] the shift's done. [CALM] everyone's still breathing. [GRUFF] that's enough for today"
"GR_ML_SCI_OF_00096","[EMPHASIS] quiet shifts are the ones before the bad ones. [GRUFF] i never trust quiet"
"GR_ML_SCI_OF_00097","[CALM] everyone's injuries documented. [DEADPAN] everyone's in my records. permanently"
"GR_ML_SCI_OF_00098","[GRUFF] you're trying to survive. [CALM] that's smarter than most people. stick with that"
"GR_ML_SCI_OF_00099","[RESIGNED] the list gets longer. [SIGHS] it always does. i just keep adding names"
"GR_ML_SCI_OF_00100","[CALM] i'm still here. [GRUFF] that's the only promise i can make anymore"
