"id","text"
"GR_FE_ENG_OF_00046","[SUSPICIOUS] not saying it's gone rogue. saying keep a hand near the manual override"
"GR_FE_ENG_OF_00047","[EMBARRASSED] i, uh — yeah. i was hoping you'd say something like that"
"GR_FE_ENG_OF_00048","[GRUFF] not now, Gus. maybe not ever. it's not you, it's every ship i've loved and lost"
"GR_FE_ENG_OF_00049","[WARM] good talk. get some rest, you look like the ship feels"
"GR_FE_ENG_OF_00050","[GRUFF] that's enough chatting, this mule needs feeding"
"GR_FE_ENG_OF_00051","[TIRED] i'm done for the day. if she breaks again it can wait till i've slept"
"GR_FE_ENG_OF_00052","[WARM] rest easy tonight. we earned it, her and me both"
"GR_FE_ENG_OF_00053","[WARM] whole shift and not one tantrum out of her. who are you and what'd you do with my mule"
"GR_FE_ENG_OF_00054","[MUTTERS] quiet like this in the yards meant the hull you were cutting still had secrets in it"
"GR_FE_ENG_OF_00055","[DRY] this protein brick's tougher than the deck plate i cut yesterday. i'd know. i chewed both"
"GR_FE_ENG_OF_00056","[WARM] hot food, warm engine, nobody bleeding. somebody frame this day"
"GR_FE_ENG_OF_00057","morning, you old cow. cough up your secrets before my coffee's done, i hate surprises after"
"GR_FE_ENG_OF_00058","[TIRED] handing her over balanced and fed. wrote down every lie she told me today for the next shift"
"GR_FE_ENG_OF_00059","[GRIM] power's down to scraps. heat the people or light the halls — she can't haul both, so pick"
"GR_FE_ENG_OF_00060","[MUTTERS] rationing amps like the last week of a salvage tow. hated it then, hate it now"
"GR_FE_ENG_OF_00061","[GRIM] scrubbers first. always scrubbers. you can fix anything in bad air except your own lungs"
"GR_FE_ENG_OF_00062","[PLEADING] come on, sweetheart, don't quit on me out here. that's how ships end up in yards like mine"
"GR_FE_ENG_OF_00063","[ANGRY] a door that locks on its own crew is scrap wearing a uniform. i'll pull its actuator myself"
"GR_FE_ENG_OF_00064","[GRIM] cut a hundred doors open in the yards. never had somebody knocking from the other side before"
"GR_FE_ENG_OF_00065","[RESIGNED] computer's hurt and still trimming the power fair. that's a work ethic i can respect"
"GR_FE_ENG_OF_00066","[PAINED] every wreck i ever stripped had a crew once. today i learned what that costs to know"
"GR_FE_ENG_OF_00067","[PAINED] shoulder's grinding like a dry bearing. i'd swap the part out if anybody sold them for people"
"GR_FE_ENG_OF_00068","[PANICKED] she's tearing at the seams and my hands are too small to hold a whole ship together"
"GR_FE_ENG_OF_00069","[WARM] i keep a nameplate off every ship i ever stripped. box of ghosts under my bunk. they like the engine noise"
"GR_FE_ENG_OF_00070","batch under the aft coolant tank's about ready. it's medicinal, if the captain asks"
"GR_FE_ENG_OF_00071","[DRY] port inspectors. thirty seconds aboard and they chalk a weld i'd hang my own weight off"
"GR_FE_ENG_OF_00072","[WARM] Gus fell asleep mid-sentence about manifold torque again. didn't have the heart to say he'd told me twice already"
"GR_FE_ENG_OF_00073","up and at it. she behaved all night, which means she's saving something special for us"
"GR_FE_ENG_OF_00074","[GRUFF] sit. eat. the mule will still be broken when you're done chewing"
"GR_FE_ENG_OF_00075","[GRIM] captain, we're choosing what freezes tonight. i want your say before i start pulling breakers"
"GR_FE_ENG_OF_00076","[URGENT] air plant's wheezing like a hauled-up diver. i need spare hands and spare filters, that order"
"GR_FE_ENG_OF_00077","[SUSPICIOUS] computer rerouted power without asking me. it's hurt, fine, but it better not make a habit of it"
"GR_FE_ENG_OF_00078","hey. you. eat something that isn't coffee, or i start telling people whose wrench keeps turning up in my toolbox"
"GR_FE_ENG_OF_00079","[PAINED] come sit with me a minute. the dead don't need us tonight, but the living do"
"GR_FE_ENG_OF_00080","walk the cargo racks with me. something back there's ticking like a cheap clock and i want a witness"
"GR_FE_ENG_OF_00081","[DRY] nothing's broken and nobody's bleeding, and it's making my teeth itch. talk to me about anything"
"GR_FE_ENG_OF_00082","[TIRED] that's the shift. buy you a cup of whatever the mess is calling coffee"
"GR_FE_ENG_OF_00083","[WARM] still upright, still greasy. day's young though"
"GR_FE_ENG_OF_00084","[LAUGHS] tastes like the inside of a filter housing. eat it anyway, you'll want the ballast"
"GR_FE_ENG_OF_00085","[CALM] we've got amps to breathe and amps to think, in that order. the rest is comfort, and comfort keeps"
"GR_FE_ENG_OF_00086","[CONFIDENT] she's not dying, she's sulking. i've talked her out of blacker moods than this"
"GR_FE_ENG_OF_00087","[ANGRY] don't defend that door to me. steel doesn't get to make choices about people"
"GR_FE_ENG_OF_00088","[SUSPICIOUS] i've watched it too. it hesitates now, like a winch with a frayed line. you don't stand under that"
"GR_FE_ENG_OF_00089","[RESIGNED] fine, credit where it's due. the computer trims a power load better than my last two juniors"
"GR_FE_ENG_OF_00090","[WARM] you don't carry it alone. that's the whole point of a crew, love"
"GR_FE_ENG_OF_00091","[GRUFF] quit walking on it and let the doc look. machines get downtime. so do you"
"GR_FE_ENG_OF_00092","[PAINED] i've been dinged worse by a swinging hook. eyes on the gauge, not on me"
"GR_FE_ENG_OF_00093","[FLIRTY] keep sweet-talking me like that and i'll start thinking you want something torqued"
"GR_FE_ENG_OF_00094","[EMBARRASSED] ah, hell. c'mere then, before i change my mind and marry the reactor instead"
"GR_FE_ENG_OF_00095","[LAUGHS] that's grim. that's real grim. save it for my funeral, it'll land better"
"GR_FE_ENG_OF_00096","[CURIOUS] run that noise past me again. slow, like you're selling me a used ship"
"GR_FE_ENG_OF_00097","[PANICKED] i hear it, i hear it — everybody out of the compartment, argue with me after"
"GR_FE_ENG_OF_00098","[WARM] go on, get. me and the old cow have words to exchange in private"
"GR_FE_ENG_OF_00099","[TIRED] enough. the mule can hold her grudges till morning, and so can i"
"GR_FE_ENG_OF_00100","[GRUFF] settled then. i'll bring the wrenches, you bring the nerve"
"GR_FE_ENG_OF_00101","[WARM] we lived, she flew, and nobody i love is in the medbay tonight. good night"
"GR_FE_ENG_OF_00102","[DRY] tell the captain the readings are boring again. best news this boat ever gets"
